wkt_geom,Event_ID,dt,Long,Lat,specie,taglocal,Individual,studyname,country
Point (-1401899.36870683403685689 7748600.22192600462585688),125225,8/11/2008 20:00,-56.88829725,-19.44643045,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1402094.54182142345234752 7750628.87640319112688303),125226,8/12/2008 5:00,-56.88809021,-19.42880771,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1404713.3369401718955487 7750436.23489110171794891),125227,8/12/2008 8:00,-56.91201003,-19.42804367,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1405802.97612673975527287 7750430.94899467844516039),125228,8/12/2008 14:00,-56.92188876,-19.4270812,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406589.877827363088727 7749258.76716636586934328),125229,8/12/2008 20:00,-56.93016265,-19.43642909,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1407403.36730304011143744 7747739.80182422418147326),125230,8/12/2008 23:00,-56.93901752,-19.44873198,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406026.84612083877436817 7746096.17424812167882919),125231,8/13/2008 8:00,-56.92814993,-19.46413648,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406369.45472846669144928 7745968.65398553386330605),125232,8/13/2008 11:00,-56.93137957,-19.46491493,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406388.08834729692898691 7746033.92466857191175222),125233,8/13/2008 14:00,-56.93148462,-19.46433659,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406395.50140605308115482 7746024.71153987199068069),125234,8/13/2008 17:00,-56.93156081,-19.46440891,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1408432.37424703990109265 7747950.19974661618471146),125235,8/14/2008 2:00,-56.94813575,-19.44596942,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1408617.91802730434574187 7748061.55988452956080437),125236,8/14/2008 5:00,-56.94970803,-19.4448402,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1408944.02410506899468601 7748509.96561143919825554),125237,8/14/2008 8:00,-56.95222432,-19.44068375,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1407947.16765690874308348 7749695.53433641232550144),125238,8/14/2008 20:00,-56.9420342,-19.4314176,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1405809.85539469891227782 7748005.8041114192456007),125239,8/14/2008 23:00,-56.9243177,-19.44792213,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1405671.10014382214285433 7747160.81698161549866199),125240,8/15/2008 2:00,-56.92388554,-19.4553144,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1405686.15219384292140603 7747144.46829192340373993),125241,8/15/2008 5:00,-56.92403792,-19.45544099,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1407987.98090452840551734 7748050.85704329237341881),125242,8/15/2008 20:00,-56.94401078,-19.44551633,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1410979.42430868325755 7749420.23749600537121296),125243,8/16/2008 2:00,-56.96977403,-19.43097247,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1410997.54452102049253881 7749422.48419333063066006),125244,8/16/2008 5:00,-56.96993598,-19.43093635,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1410847.59809725685045123 7749018.06351327896118164),125245,8/16/2008 20:00,-56.96897317,-19.43455109,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1405396.06838747090660036 7749740.05763833504170179),125246,8/17/2008 2:00,-56.91887549,-19.43339692,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1405232.16079713311046362 7749935.45093215070664883),125247,8/17/2008 5:00,-56.91719966,-19.43186887,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1405308.01951162586919963 7749732.75647479481995106),125248,8/17/2008 11:00,-56.91808475,-19.43354116,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1405268.27812007302418351 7749744.41266923956573009),125249,8/17/2008 14:00,-56.91771326,-19.43347773,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1405281.9548908167053014 7749686.16208434104919434),125250,8/17/2008 17:00,-56.91789401,-19.43396583,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1405420.85019437619484961 7748569.35458128247410059),125251,8/17/2008 20:00,-56.92024234,-19.44343791,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1404975.28009905549697578 7746599.03379636537283659),125252,8/17/2008 23:00,-56.91812824,-19.46078845,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1405233.56500669475644827 7746158.94722564518451691),125253,8/18/2008 2:00,-56.92089909,-19.46433228,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1405263.21651619113981724 7746122.09411822818219662),125254,8/18/2008 5:00,-56.92120384,-19.4646216,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1405255.01576128299348056 7746124.03345328941941261),125255,8/18/2008 8:00,-56.92112762,-19.46461253,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1405248.50340888951905072 7746141.56015097908675671),125256,8/18/2008 11:00,-56.92105147,-19.4644679,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1405504.22009690222330391 7745668.09806939959526062),125257,8/18/2008 14:00,-56.92383184,-19.46830087,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1405197.27331149345263839 7746134.49137305095791817),125258,8/18/2008 20:00,-56.92059407,-19.46457615,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1405381.77297353697940707 7746158.66870234999805689),125259,8/18/2008 23:00,-56.92224259,-19.4641973,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1405227.19806382223032415 7746206.94771464727818966),125260,8/19/2008 2:00,-56.92079448,-19.46392555,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1405291.84357534535229206 7746163.15045964624732733),125261,8/19/2008 5:00,-56.92142317,-19.46424213,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1407729.48403438599780202 7745730.9393646065145731),125262,8/19/2008 23:00,-56.94393716,-19.46569645,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406392.31321752117946744 7743899.13644178491085768),125263,8/20/2008 0:00,-56.9336114,-19.48268292,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1409172.90102850133553147 7746009.93485132977366447),125264,8/20/2008 2:00,-56.9567438,-19.46195854,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1408981.69637470180168748 7745477.54338464699685574),125265,8/20/2008 5:00,-56.95553247,-19.46671183,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1408473.21624792576767504 7745374.89666380826383829),125266,8/20/2008 14:00,-56.95102529,-19.46806625,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1408567.49731756211258471 7745429.8763137198984623),125267,8/20/2008 17:00,-56.95182582,-19.46750616,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1407376.26358147640712559 7744799.76713973935693502),125268,8/20/2008 20:00,-56.94164745,-19.47402804,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1405674.89863375807181001 7742470.28500321507453918),125269,8/21/2008 2:00,-56.9285077,-19.49563128,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406636.2817570751067251 7741553.26349175721406937),125270,8/21/2008 5:00,-56.93812057,-19.50262057,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406901.26914892066270113 7741795.78296990692615509),125271,8/21/2008 17:00,-56.94028478,-19.5002897,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1408004.18956633494235575 7746160.67824204079806805),125272,8/21/2008 20:00,-56.94600604,-19.46174781,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1404939.60613867663778365 7742524.79920868948101997),125273,8/21/2008 23:00,-56.92178912,-19.4958454,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1404965.33324269694276154 7742529.36814198829233646),125274,8/22/2008 2:00,-56.92201786,-19.49578224,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1404979.68042808002792299 7742516.2474527396261692),125275,8/22/2008 20:00,-56.92216076,-19.49588171,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1404974.48471641470678151 7742516.81089996360242367),125276,8/23/2008 2:00,-56.92211311,-19.49588169,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1405001.77926677069626749 7742584.29115654062479734),125277,8/23/2008 5:00,-56.92229447,-19.49527627,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1404876.77630508411675692 7742275.08811403438448906),125278,8/23/2008 17:00,-56.92146404,-19.49805033,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406424.82829372305423021 7744170.02779560163617134),125279,8/23/2008 20:00,-56.93364095,-19.48032422,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1407732.2447095497045666 7745775.85336174909025431),125280,8/23/2008 23:00,-56.94391823,-19.46530784,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406026.03426797315478325 7745807.13542751222848892),125281,8/24/2008 2:00,-56.92842515,-19.46662182,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406032.38160380627959967 7745807.49882481899112463),125282,8/24/2008 5:00,-56.92848232,-19.46661281,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406126.79343362641520798 7745727.88308733329176903),125283,8/24/2008 8:00,-56.92941581,-19.46720963,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406259.09847806673496962 7747445.17632116284221411),125284,8/24/2008 20:00,-56.92893636,-19.45232513,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1404855.47112755361013114 7747978.70551606826484203),125285,8/24/2008 23:00,-56.91569521,-19.44903894,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1405946.01614361023530364 7749371.49995062034577131),125286,8/25/2008 5:00,-56.92421841,-19.43605618,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1405797.83721732022240758 7750412.58017314411699772),125287,8/25/2008 8:00,-56.92186011,-19.42724386,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406502.3414429253898561 7749820.20511307194828987),125288,8/26/2008 14:00,-56.92882151,-19.43168402,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406440.3236659097019583 7749752.26281765848398209),125289,8/26/2008 17:00,-56.92832587,-19.43232547,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1407024.0726823874283582 7748130.96608088724315166),125290,8/26/2008 20:00,-56.93519837,-19.44572125,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1407399.59214154840447009 7745927.53896513115614653),125291,8/26/2008 23:00,-56.9407553,-19.46431274,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1405982.35490077640861273 7745112.70350339449942112),125292,8/27/2008 5:00,-56.92870836,-19.47263168,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406963.59257905022241175 7744455.45268760435283184),125293,8/27/2008 11:00,-56.93824451,-19.47737068,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406988.17034906544722617 7744459.09800930321216583),125294,8/27/2008 14:00,-56.93846369,-19.47731653,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406997.60981768183410168 7744468.58863846026360989),125295,8/27/2008 17:00,-56.93853995,-19.47722619,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1408124.10082239797338843 7745840.6634643692523241),125296,8/27/2008 20:00,-56.94740578,-19.46438709,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1408265.41662427340634167 7747476.17727392539381981),125297,8/27/2008 23:00,-56.94708643,-19.45019854,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406900.7910831980407238 7749907.49967504758387804),125298,8/28/2008 2:00,-56.9323466,-19.43056474,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1404910.89131053467281163 7749832.46293281950056553),125299,8/28/2008 5:00,-56.91438886,-19.43305145,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1407038.26321226940490305 7748573.12446231860667467),125300,8/28/2008 20:00,-56.93489504,-19.44190743,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406655.88349335570819676 7748274.88929863180965185),125301,8/28/2008 23:00,-56.93172145,-19.44482529,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406662.4288982474245131 7748286.79797123186290264),125302,8/29/2008 2:00,-56.93176913,-19.44471686,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406642.12117957090958953 7748283.73783556558191776),125303,8/29/2008 5:00,-56.9315881,-19.44476198,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1408518.64930057432502508 7748417.18538990058004856),125304,8/29/2008 17:00,-56.94846096,-19.44187564,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1408409.20250915642827749 7746269.28566526155918837),125305,8/29/2008 20:00,-56.94956984,-19.46043844,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1407847.36110741691663861 7745266.04366055503487587),125306,8/30/2008 14:00,-56.94546034,-19.46958292,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1407839.99068036605603993 7745343.59887631703168154),125307,8/30/2008 23:00,-56.94531764,-19.46892316,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1407849.93302844534628093 7745338.31574458256363869),125308,8/31/2008 2:00,-56.94541291,-19.46895934,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1407868.08550220169126987 7745243.82081221230328083),125309,8/31/2008 8:14,-56.9456699,-19.46975469,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1407873.24703288823366165 7745339.99660030007362366),125310,8/31/2008 11:00,-56.94562254,-19.46892325,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1407719.1587717339862138 7745247.33705372922122478),125311,8/31/2008 17:00,-56.94431685,-19.46986272,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1407744.58678413974121213 7745278.22918338049203157),125312,8/31/2008 20:00,-56.94451705,-19.46957359,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1407847.20572680467739701 7745196.66464031301438808),125313,9/2/2008 5:00,-56.94552684,-19.47017939,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1407368.07134987087920308 7744840.60947330202907324),125314,9/2/2008 8:00,-56.94153323,-19.47368459,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1407591.93557135644368827 7744956.19722256436944008),125315,9/2/2008 20:00,-56.94344887,-19.47248325,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1407567.84323619119822979 7744986.14575564488768578),125316,9/3/2008 5:00,-56.94320122,-19.4722482,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1407383.29655307251960039 7744845.26848175004124641),125317,9/3/2008 8:00,-56.94166665,-19.47363041,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1407583.98609239258803427 7744950.75006073899567127),125318,9/3/2008 20:00,-56.94338216,-19.47253745,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1407596.26605082489550114 7744976.75729741714894772),125319,9/4/2008 5:00,-56.94346799,-19.47230251,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1407592.55951572768390179 7744981.36459171026945114),125320,9/5/2008 2:00,-56.94342989,-19.47226635,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1407588.98237377591431141 7744938.6424467908218503),125321,9/5/2008 5:00,-56.94343929,-19.47263688,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1407578.14017838984727859 7744935.61121111363172531),125322,9/5/2008 8:00,-56.943344,-19.472673,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1407574.94435157650150359 7744964.34751160256564617),125323,9/5/2008 11:00,-56.94328691,-19.47242897,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1407589.64091314049437642 7744993.24662626255303621),125324,9/5/2008 14:00,-56.94339181,-19.47216693,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1407572.10334206325933337 7744947.83120598085224628),125325,9/5/2008 17:00,-56.94327733,-19.47257357,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1407662.8472700014244765 7744902.25075666885823011),125326,9/5/2008 23:00,-56.94414431,-19.4728811,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406343.68378650536760688 7745604.511129898019135),125327,9/6/2008 2:00,-56.9315021,-19.46806896,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1405710.04010438919067383 7745287.29196709021925926),125328,9/6/2008 5:00,-56.92606956,-19.47138349,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1405683.69644164526835084 7745296.45448459312319756),125329,9/6/2008 17:00,-56.92582184,-19.47132916,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1405487.02781212632544339 7745121.15553420595824718),125330,9/6/2008 20:00,-56.92421077,-19.47301846,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406960.24993706191889942 7744453.71144586615264416),125331,9/7/2008 8:00,-56.93821592,-19.47738875,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1408227.95693021779879928 7746722.11889012716710567),125332,9/8/2008 2:00,-56.94748447,-19.45671451,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1405965.05049390764907002 7747380.2744005024433136),125333,9/8/2008 5:00,-56.92633505,-19.45315552,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1405576.35981629439629614 7746538.16115354187786579),125334,9/8/2008 20:00,-56.92363528,-19.46075471,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1405547.3492783629335463 7746551.81568125355988741),125335,9/8/2008 23:00,-56.92335902,-19.46066422,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1405559.03136706538498402 7746543.19132585078477859),125336,9/9/2008 5:00,-56.92347332,-19.46072753,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1405836.46132266870699823 7744474.55740397982299328),125337,9/9/2008 20:00,-56.9280103,-19.47825255,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1405511.0166014744900167 7745963.84184424392879009),125338,9/9/2008 23:00,-56.92360435,-19.46575228,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406125.29722360637970269 7746471.36838577035814524),125339,9/10/2008 5:00,-56.92867541,-19.46082002,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1407194.82164096087217331 7744833.09469454549252987),125340,9/10/2008 8:00,-56.93997048,-19.47391001,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1408242.31602939730510116 7745631.23338078986853361),125341,9/10/2008 20:00,-56.94868199,-19.46607742,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1408303.64167147991247475 7746615.0870750630274415),125342,9/10/2008 23:00,-56.94827498,-19.45756423,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1408198.01604702696204185 7747873.5662723034620285),125343,9/11/2008 2:00,-56.94608719,-19.44684543,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1409282.76361665921285748 7748423.90055286511778831),125344,9/11/2008 5:00,-56.9553775,-19.4411093,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406467.16874430561438203 7747220.79148457199335098),125345,9/11/2008 20:00,-56.93104115,-19.45406109,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1404970.2590133692137897 7747028.51350339595228434),125346,9/11/2008 23:00,-56.91766324,-19.45710106,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1405193.28787923650816083 7745990.89113805629312992),125347,9/12/2008 5:00,-56.92069828,-19.46581429,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406926.90729977190494537 7744446.81054067332297564),125348,9/12/2008 14:00,-56.93792049,-19.47747902,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406924.74224340217188001 7744436.53079100884497166),125349,9/12/2008 17:00,-56.93791093,-19.47756939,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406840.73984767659567297 7744466.66255979053676128),125350,9/12/2008 20:00,-56.93712012,-19.47738837,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406815.24557652068324387 7744503.07020789664238691),125351,9/12/2008 23:00,-56.93685343,-19.47709909,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406724.84022060665301979 7744425.60041693598031998),125352,9/13/2008 2:00,-56.9361099,-19.47784891,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406721.35829755337908864 7744432.2854438629001379),125353,9/13/2008 5:00,-56.9360718,-19.47779468,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406777.76253758394159377 7744448.25315359048545361),125354,9/13/2008 8:00,-56.93656737,-19.47760507,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406960.24993706191889942 7744453.71144586615264416),125355,9/13/2008 11:00,-56.93821592,-19.47738875,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406954.71536984946578741 7744451.15755464695394039),125356,9/13/2008 14:00,-56.93816826,-19.47741584,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406844.23174945614300668 7744285.44026979990303516),125357,9/13/2008 17:00,-56.93732915,-19.47894284,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1404941.72376166144385934 7743814.55638581514358521),125358,9/13/2008 20:00,-56.92054613,-19.48475622,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1405385.30605577910318971 7743338.57308979891240597),125359,9/14/2008 17:00,-56.92503265,-19.48843627,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1404300.93237650650553405 7743887.16850900277495384),125360,9/14/2008 23:00,-56.91466667,-19.48472643,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1407197.38047678046859801 7744614.11886136420071125),125361,9/15/2008 20:00,-56.940208,-19.47578983,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1407264.0553800743073225 7744589.01949855592101812),125362,9/15/2008 23:00,-56.94083683,-19.47594367,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1407271.48490441380999982 7744531.43669189885258675),125363,9/16/2008 2:00,-56.94096053,-19.47643172,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406961.39232188020832837 7744202.29698324203491211),125364,9/16/2008 5:00,-56.93847238,-19.47954873,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1407201.51219442603178322 7744623.13460333272814751),125365,9/16/2008 8:00,-56.94023662,-19.4757085,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1407197.80580135225318372 7744627.74179665464907885),125366,9/16/2008 11:00,-56.94019852,-19.47567234,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1407243.15138309728354216 7744677.5023169843479991),125367,9/16/2008 14:00,-56.94056077,-19.47520253,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1407244.71862313966266811 7744653.1504097543656826),125368,9/16/2008 17:00,-56.94059881,-19.47541039,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1408330.88567938120104373 7745245.20896060951054096),125369,9/16/2008 20:00,-56.94986247,-19.46931307,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1409777.12352863140404224 7745773.09729209914803505),125370,9/16/2008 23:00,-56.96245061,-19.46343288,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1408982.72702751844190061 7745855.97763002943247557),125371,9/17/2008 2:00,-56.9551713,-19.46345834,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1407780.98238811991177499 7748654.70320100709795952),125372,9/17/2008 5:00,-56.94154512,-19.44051795,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1405138.1367140980437398 7747336.25245342962443829),125373,9/17/2008 20:00,-56.91888415,-19.45430006,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1402780.89047021022997797 7747187.7023287657648325),125374,9/17/2008 23:00,-56.89766459,-19.45775963,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1402778.22327128541655838 7747192.19643665570765734),125375,9/18/2008 2:00,-56.89763603,-19.45772346,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1402326.45225840178318322 7748933.49782068468630314),125376,9/18/2008 5:00,-56.89184341,-19.44317016,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1405804.18371980777010322 7750412.94521570578217506),125377,9/18/2008 8:00,-56.92191726,-19.42723485,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1405830.27622419432736933 7750411.176833251491189),125378,9/18/2008 17:00,-56.92215541,-19.42722591,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1404948.32508283737115562 7748360.79629149660468102),125379,9/18/2008 20:00,-56.91616377,-19.44566827,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1404727.96297575370408595 7746790.86373942904174328),125380,9/18/2008 23:00,-56.9156994,-19.4593685,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1405208.4062126053031534 7746528.58603406604379416),125381,9/19/2008 2:00,-56.9203099,-19.46117803,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406114.8763565372209996 7745025.801360166631639),125382,9/19/2008 20:00,-56.92999443,-19.47325575,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1405245.98739864979870617 7746545.54465975798666477),125383,9/19/2008 23:00,-56.92063393,-19.46099742,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1405471.53104768460616469 7746463.30085245054215193),125384,9/20/2008 2:00,-56.92275838,-19.46149539,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1407232.24426200869493186 7746780.49589365534484386),125385,9/20/2008 5:00,-56.93840461,-19.4571364,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406900.47905918606556952 7746658.70027312636375427),125386,9/20/2008 20:00,-56.93551724,-19.45849098,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1407079.95830675307661295 7746461.57918491028249264),125387,9/21/2008 2:00,-56.93733643,-19.46001891,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406941.07420610263943672 7746713.18402331136167049),125388,9/21/2008 5:00,-56.93583185,-19.45798501,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406919.24448796710930765 7746676.64511265605688095),125389,9/21/2008 14:00,-56.93566975,-19.45831933,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406895.49039468006230891 7746544.63678140006959438),125390,9/21/2008 17:00,-56.93558355,-19.45947606,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406953.93561388645321131 7746696.0210937112569809),125391,9/22/2008 17:00,-56.93596518,-19.45812061,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406932.10584046971052885 7746659.48219351004809141),125392,9/22/2008 20:00,-56.93580308,-19.45845493,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406934.55524177523329854 7746691.81108610704541206),125393,9/22/2008 23:00,-56.93579367,-19.45817477,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406961.6016007368452847 7746679.41980953142046928),125394,9/23/2008 2:00,-56.93605088,-19.4582562,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406918.83114017220214009 7746371.78038527257740498),125395,9/23/2008 17:00,-56.93596408,-19.46094023,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1405742.56764351902529597 7747073.17808129824697971),125396,9/23/2008 20:00,-56.92461883,-19.45600154,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1405211.73417641967535019 7745957.3528322409838438),125397,9/23/2008 23:00,-56.92089824,-19.4660855,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1404798.83923291717655957 7744834.05591321643441916),125398,9/24/2008 2:00,-56.91825394,-19.47612467,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406242.47901027393527329 7744243.41178371198475361),125399,9/24/2008 5:00,-56.93191642,-19.47986268,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1407068.99447455769404769 7744409.33306950144469738),125400,9/24/2008 8:00,-56.93924491,-19.47766925,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1407253.77854189532808959 7744717.35774949565529823),125401,9/24/2008 17:00,-56.94061807,-19.47485009,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1403599.62969879386946559 7744022.05291208252310753),125402,9/24/2008 23:00,-56.90817763,-19.48421718,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1402338.00746374949812889 7744418.43787428922951221),125403,9/25/2008 2:00,-56.89635345,-19.48197861,Panthera onca,152351,113,Sao Bento,Brazil
