wkt_geom,Event_ID,dt,Long,Lat,specie,taglocal,Individual,studyname,country
Point (-1407208.94592169253155589 7744817.89582401886582375),125577,11/23/2008 23:00,-56.94011336,-19.47402754,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1408976.96041515748947859 7745812.43865136057138443),125578,11/24/2008 11:00,-56.95516167,-19.4638379,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1408933.14760505105368793 7745708.87791064940392971),125579,11/24/2008 17:00,-56.95486605,-19.46476866,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1408959.12645707256160676 7745832.24496396258473396),125580,11/24/2008 20:00,-56.95498068,-19.46368423,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1408931.2566379071213305 7745807.92408192157745361),125581,11/24/2008 23:00,-56.95475195,-19.46391914,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1408949.50658562942408025 7745762.8364621065557003),125582,11/25/2008 5:00,-56.95496146,-19.46428971,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1408964.62691242038272321 7745805.36133630201220512),125583,11/25/2008 20:00,-56.95505684,-19.46391018,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1408963.25792069733142853 7745841.26139004342257977),125584,11/25/2008 23:00,-56.95500929,-19.4636029,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1408968.87813414935953915 7745854.32304670475423336),125585,11/26/2008 5:00,-56.95504743,-19.46348542,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1407884.9996378212235868 7745264.06910104211419821),125586,11/26/2008 8:00,-56.94580336,-19.46956495,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1407237.25686356308870018 7744807.46813207026571035),125587,11/26/2008 14:00,-56.94038014,-19.47409089,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1408919.41860674670897424 7745747.16743626445531845),125588,11/26/2008 23:00,-56.95470416,-19.46445232,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1408371.44796528341248631 7747416.33371004834771156),125589,11/27/2008 2:00,-56.9481057,-19.45061455,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1405233.97087608859874308 7746755.00807324983179569),125590,11/27/2008 5:00,-56.92032039,-19.45920792,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406497.3586787236854434 7744878.17150980420410633),125591,11/27/2008 8:00,-56.93360534,-19.47416987,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406711.32534753088839352 7744300.89480305835604668),125592,11/28/2008 14:00,-56.93610947,-19.47893338,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406719.3163800435140729 7744248.50912701524794102),125593,11/28/2008 17:00,-56.93623317,-19.47937625,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406028.51429452560842037 7744354.91537410859018564),125594,11/28/2008 20:00,-56.92986804,-19.47910278,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406223.67018587933853269 7744496.73227678146213293),125595,11/29/2008 2:00,-56.93149806,-19.47770263,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406224.03302567568607628 7744490.38425694964826107),125596,11/29/2008 5:00,-56.93150756,-19.47775686,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406300.12895599380135536 7744523.14206039533019066),125597,11/29/2008 14:00,-56.93216519,-19.47740466,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406222.29315660079009831 7744493.72709959372878075),125598,11/29/2008 20:00,-56.93148852,-19.47772974,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406199.11383971688337624 7744357.45594720169901848),125599,11/29/2008 23:00,-56.93141178,-19.47892262,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406707.09968890435993671 7744582.08041450846940279),125600,11/30/2008 2:00,-56.93579597,-19.47652033,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1407598.39668711787089705 7744957.60051159840077162),125601,12/1/2008 11:00,-56.94350605,-19.47246519,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1407470.12854666239582002 7744540.40383175946772099),125602,12/1/2008 20:00,-56.94275201,-19.47617021,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1407200.90932034910656512 7744801.94321958348155022),125603,12/2/2008 11:00,-56.94005614,-19.47417212,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1407209.08524560322985053 7744809.46934794913977385),125604,12/2/2008 14:00,-56.94012287,-19.47409984,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1407205.15325643890537322 7744811.99859162606298923),125605,12/2/2008 17:00,-56.94008476,-19.47408175,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406951.25586173450574279 7744322.2071063295006752),125606,12/2/2008 20:00,-56.93826313,-19.47852745,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406980.40030086901970208 7744387.39132358878850937),125607,12/2/2008 23:00,-56.93846346,-19.4779401,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406998.60958001995459199 7744312.86930906027555466),125608,12/3/2008 8:00,-56.93870144,-19.47856375,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1407051.82431016932241619 7744483.74304848164319992),125609,12/3/2008 11:00,-56.93901646,-19.4770456,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406917.09441096778027713 7744404.7654973492026329),125610,12/3/2008 20:00,-56.93787271,-19.47784953,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406899.28939241985790431 7744415.10676753520965576),125611,12/3/2008 23:00,-56.93770122,-19.47777717,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406910.04560240404680371 7744407.63252199813723564),125612,12/4/2008 2:00,-56.93780602,-19.47783143,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1407206.89422248839400709 7744808.65541510283946991),125613,12/4/2008 5:00,-56.94010381,-19.47410887,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1407211.16290548397228122 7744809.24380392115563154),125614,12/4/2008 8:00,-56.94014192,-19.47409985,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1407200.1557371411472559 7744824.10488757770508528),125615,12/4/2008 11:00,-56.94002762,-19.47398233,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406935.91294967313297093 7744403.7777699576690793),125616,12/4/2008 20:00,-56.93804423,-19.47784055,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406877.90659249713644385 7744382.72731617838144302),125617,12/4/2008 23:00,-56.93753912,-19.47807534,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1407150.19336414407007396 7744731.73509161174297333),125618,12/5/2008 2:00,-56.93966523,-19.47482267,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1407139.51475874148309231 7744710.81277842354029417),125619,12/5/2008 5:00,-56.93958893,-19.47501242,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1407102.12551444908604026 7744579.22951116785407066),125620,12/5/2008 11:00,-56.93937887,-19.47617815,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1407092.43428958021104336 7744577.12453567236661911),125621,12/5/2008 14:00,-56.9392931,-19.47620524,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1407101.70991089520975947 7744604.50858321413397789),125622,12/5/2008 17:00,-56.93935036,-19.47596125,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1404968.44400946306996047 7745070.10040092281997204),125623,12/5/2008 20:00,-56.91956044,-19.47393825,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406169.04218266345560551 7746554.94720893632620573),125624,12/5/2008 23:00,-56.92899016,-19.46006102,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1407653.0258436722215265 7747549.81170508824288845),125625,12/6/2008 2:00,-56.94146546,-19.45013356,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406718.975214674603194 7747245.0550897903740406),125626,12/6/2008 5:00,-56.93329931,-19.45361911,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1407179.0759047158062458 7744765.40618610009551048),125627,12/6/2008 11:00,-56.93989403,-19.47450644,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1407190.87084947340190411 7744757.81971787475049496),125628,12/6/2008 23:00,-56.94000835,-19.4745607,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1407178.31399988452903926 7744748.66563111171126366),125629,12/7/2008 2:00,-56.93990351,-19.47465104,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1407260.17345111863687634 7744912.23157885111868382),125630,12/7/2008 8:00,-56.94048529,-19.47316913,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1407908.46989725204184651 7745208.95333714131265879),125631,12/9/2008 23:00,-56.94607,-19.47001689,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1407351.07073675957508385 7744809.85717523563653231),125632,12/10/2008 5:00,-56.94140926,-19.4739647,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1407373.37090445379726589 7744802.18302351143211126),125633,12/10/2008 8:00,-56.94161887,-19.47400996,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1407320.17036511143669486 7744796.38203462213277817),125634,12/10/2008 11:00,-56.94114241,-19.47410921,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1407297.45692608435638249 7745081.68011972308158875),125635,12/10/2008 20:00,-56.94065734,-19.47167804,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1407189.31590321287512779 7745199.59027508180588484),125636,12/10/2008 23:00,-56.93956192,-19.47076492,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406405.91205349215306342 7745975.21974278800189495),125637,12/11/2008 8:00,-56.93170355,-19.46482468,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406426.02131164586171508 7745966.73424704372882843),125638,12/11/2008 11:00,-56.93189409,-19.46487897,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406373.77644297271035612 7745950.3128658477216959),125639,12/11/2008 20:00,-56.93143667,-19.46506858,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406421.81177707645110786 7745986.11498675309121609),125640,12/11/2008 23:00,-56.93183699,-19.46471628,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406405.77399323624558747 7745983.64565767161548138),125641,12/12/2008 2:00,-56.93169406,-19.46475238,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406236.0287505597807467 7746377.37176834885030985),125642,12/12/2008 11:00,-56.9297708,-19.46152535,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406141.76483300724066794 7746526.35932918637990952),125643,12/12/2008 23:00,-56.9287709,-19.46033205,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1405761.11458597308956087 7746389.89223163202404976),125644,12/14/2008 2:00,-56.92545457,-19.46185801,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406041.38210839009843767 7746181.8639508169144392),125645,12/14/2008 5:00,-56.9281979,-19.46338641,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406082.15488805714994669 7746461.32037067972123623),125646,12/14/2008 11:00,-56.92829425,-19.46094639,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406152.8524683949071914 7746483.10446005128324032),125647,12/14/2008 20:00,-56.92891366,-19.46069359,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406151.36353421653620899 7746479.05960525013506413),125648,12/14/2008 23:00,-56.92890412,-19.46072974,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406154.36866427143104374 7746477.68267718516290188),125649,12/15/2008 2:00,-56.9289327,-19.46073879,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406154.93132155411876738 7746482.87908568605780602),125650,12/15/2008 5:00,-56.92893272,-19.4606936,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1405768.34168229694478214 7746446.93512634746730328),125651,12/15/2008 20:00,-56.92546432,-19.46136096,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1405654.94661140395328403 7746215.29843574389815331),125652,12/15/2008 23:00,-56.92466302,-19.46345727,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1405675.22698207339271903 7746227.82136096432805061),125653,12/16/2008 2:00,-56.92483458,-19.46333082,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406147.50565147981978953 7745375.530330715700984),125654,12/16/2008 5:00,-56.92994809,-19.47021923,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406428.24139301362447441 7744783.67492511309683323),125655,12/16/2008 8:00,-56.93307138,-19.47504628,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1407042.15257336501963437 7744559.44178148172795773),125656,12/16/2008 20:00,-56.93885471,-19.47640391,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1407030.15826249564997852 7744555.48443194851279259),125657,12/16/2008 23:00,-56.93874988,-19.47644906,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1407035.01619623717851937 7744551.80347326770424843),125658,12/17/2008 2:00,-56.93879751,-19.47647619,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406356.34770788601599634 7744818.8006061315536499),125659,12/17/2008 5:00,-56.93238543,-19.47481106,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406116.83867191942408681 7746441.79445920046418905),125660,12/19/2008 20:00,-56.92862766,-19.46108208,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406104.95758131449110806 7746438.87509229965507984),125661,12/19/2008 23:00,-56.92852284,-19.46111819,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406121.58421705802902579 7746437.07487298827618361),125662,12/20/2008 2:00,-56.92867528,-19.46111825,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406115.91239802143536508 7746442.94601039681583643),125663,12/20/2008 20:00,-56.92861814,-19.46107304,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406242.53394940658472478 7746486.01094618812203407),125664,12/20/2008 23:00,-56.92972356,-19.46058546,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406117.51332302088849247 7746448.02926612365990877),125665,12/21/2008 2:00,-56.92862768,-19.46102786,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406115.54768769792281091 7746449.29407859407365322),125666,12/21/2008 5:00,-56.92860863,-19.46101881,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406106.27485237154178321 7746421.91012681927531958),125667,12/21/2008 20:00,-56.92855136,-19.4612628,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406084.85462165391072631 7746486.2606004886329174),125668,12/21/2008 23:00,-56.92829434,-19.4607295,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406088.64758087461814284 7746492.15792765095829964),125669,12/22/2008 2:00,-56.92832295,-19.46067529,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406242.62065266794525087 7747069.51600868627429008),125670,12/22/2008 20:00,-56.92915408,-19.45556958,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406031.49616629490628839 7747314.20709570869803429),125671,12/22/2008 23:00,-56.92700174,-19.45366187,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406126.71961101121269166 7747397.47257319837808609),125672,12/23/2008 8:00,-56.92778333,-19.45285787,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406125.56812320882454515 7747396.54622817505151033),125673,12/23/2008 11:00,-56.9277738,-19.4528669,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406360.7584974265191704 7747821.08199391700327396),125674,12/23/2008 20:00,-56.92949038,-19.44899964,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406166.35862589720636606 7749493.81135306414216757),125675,12/23/2008 23:00,-56.92609565,-19.43480078,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1405753.8840712804812938 7749782.32274247333407402),125676,12/24/2008 2:00,-56.92207659,-19.43270246,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1405289.03460995526984334 7749985.02174429222941399),125677,12/24/2008 20:00,-56.91766668,-19.43139011,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1405308.63841322436928749 7749952.41483550332486629),125678,12/24/2008 23:00,-56.91787612,-19.43165228,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1405335.29195224726572633 7749955.84053760580718517),125679,12/25/2008 2:00,-56.9181143,-19.43159817,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1405331.24762641289271414 7749957.32973295636475086),125680,12/25/2008 5:00,-56.9180762,-19.43158911,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1405315.57526193489320576 7749831.81454339623451233),125681,12/25/2008 23:00,-56.9180566,-19.43268261,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1405331.04819010128267109 7749673.49557527340948582),125682,12/26/2008 8:00,-56.91835123,-19.43402929,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406708.16485457168892026 7749779.02811681944876909),125683,12/26/2008 14:00,-56.93072664,-19.43184742,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406775.15513554681092501 7749883.23156651854515076),125684,12/26/2008 17:00,-56.93123193,-19.43088967,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406907.11076991865411401 7750034.03475220128893852),125685,12/26/2008 20:00,-56.93228037,-19.42947121,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1407109.1747690096963197 7750094.19926356431096792),125686,12/26/2008 23:00,-56.93405247,-19.42876696,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406941.63089028000831604 7749993.50350696034729481),125687,12/27/2008 14:00,-56.9326327,-19.42978765,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406808.10161998006515205 7750061.56008937954902649),125688,12/27/2008 17:00,-56.93135642,-19.42932627,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406288.65040320483967662 7749555.23460589349269867),125689,12/27/2008 20:00,-56.92714382,-19.43415956,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406091.05855808057822287 7749507.21033511962741613),125690,12/27/2008 23:00,-56.92540026,-19.43475531,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406034.13268719031475484 7749904.46883841976523399),125691,12/28/2008 2:00,-56.92449683,-19.43139308,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1406031.35170958377420902 7749907.92429013922810555),125692,12/28/2008 5:00,-56.92446826,-19.43136595,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1405955.82446305267512798 7750308.24130592029541731),125693,12/28/2008 8:00,-56.9233934,-19.42799461,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1405942.17404359183274209 7750318.12824411503970623),125694,12/28/2008 11:00,-56.92326007,-19.42792225,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1405984.3299990261439234 7750426.065619807690382),125695,12/28/2008 14:00,-56.92353677,-19.42695538,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1405952.11562636401504278 7750390.64783006813377142),125696,12/28/2008 17:00,-56.92327942,-19.42728965,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1405871.00482337409630418 7750146.0414495225995779),125697,12/28/2008 20:00,-56.92278305,-19.42946742,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1405871.81961614778265357 7750143.85051670111715794),125698,12/29/2008 2:00,-56.92279257,-19.4294855,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1405869.74143722536973655 7750144.0753908883780241),125699,12/29/2008 5:00,-56.92277352,-19.42948549,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1405402.69373444654047489 7748819.43202776834368706),125700,12/29/2008 20:00,-56.91983374,-19.44130494,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1405579.88844695617444813 7748814.98511076159775257),125701,12/29/2008 23:00,-56.9214438,-19.44117912,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1405385.3905068994499743 7748776.09666204079985619),125702,12/30/2008 2:00,-56.91971923,-19.44169349,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1405373.34232956962659955 7748791.06720250844955444),125703,12/30/2008 20:00,-56.91959544,-19.44157595,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1405413.11134884599596262 7748769.94371907599270344),125704,12/30/2008 23:00,-56.91997644,-19.44172072,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1405387.8658274591434747 7748837.85669148340821266),125705,12/31/2008 23:00,-56.91968139,-19.44116028,Panthera onca,152351,113,Sao Bento,Brazil
Point (-1420648.78485096618533134 7740495.32478507235646248),125934,6/23/2008 2:00,-57.06612827,-19.49864271,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1420731.02955194609239697 7740448.52198564261198044),125935,6/23/2008 8:00,-57.06691939,-19.49896775,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1420619.72638393705710769 7740566.86645844113081694),125936,6/23/2008 8:58,-57.06579448,-19.49805541,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1420594.09326899331063032 7740563.33578621502965689),125937,6/23/2008 11:00,-57.06556579,-19.49810972,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1420729.55429841275326908 7740483.40068193711340427),125938,6/24/2008 2:00,-57.06687161,-19.49866955,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1420759.50168363680131733 7740516.97381935268640518),125939,6/24/2008 5:00,-57.06710973,-19.49835316,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1420644.75983575731515884 7740942.90755019430071115),125940,6/24/2008 8:00,-57.06565022,-19.49480207,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1420497.91442923480644822 7741092.46048292517662048),125941,6/24/2008 11:00,-57.06417266,-19.49365488,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1420184.14643506077118218 7738144.89067874662578106),125942,6/25/2008 5:00,-57.06423995,-19.51926623,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1421175.16181716183200479 7738066.66418497823178768),125943,6/25/2008 8:00,-57.07329443,-19.51900975,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1420910.5834667042363435 7738139.60388911329209805),125944,6/25/2008 11:00,-57.0708257,-19.51863117,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1421660.85461942385882139 7737937.07829342316836119),125945,6/26/2008 2:00,-57.07782203,-19.51966757,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1420977.69717419124208391 7738185.97057189419865608),125946,6/26/2008 5:00,-57.07138783,-19.51817005,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1421794.54750599735416472 7737966.74203873798251152),125947,6/26/2008 8:00,-57.07900371,-19.51928749,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1421723.60856320383027196 7737972.34606473334133625),125948,6/26/2008 11:00,-57.0783556,-19.51930585,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1420911.9369241667445749 7738200.48081281594932079),125949,6/27/2008 2:00,-57.07077781,-19.51810703,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1420906.69373480463400483 7738171.59062606655061245),125950,6/27/2008 5:00,-57.07075886,-19.51836008,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1420941.60214563552290201 7738018.39504348672926426),125951,6/27/2008 8:00,-57.07122645,-19.51964317,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1420929.16794849513098598 7738049.20543766766786575),125952,6/27/2008 11:00,-57.07108337,-19.51939019,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1422000.69689742522314191 7740232.83016141876578331),125953,6/29/2008 5:00,-57.07863202,-19.4996318,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1421302.93605213100090623 7739843.53444132022559643),125954,6/29/2008 8:00,-57.07269662,-19.50362871,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1421819.11989603820256889 7741856.03547064587473869),125955,6/29/2008 11:00,-57.07538545,-19.4858605,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1423497.05981742404401302 7742638.89439086243510246),125956,7/3/2008 8:00,-57.08980807,-19.4775668,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1423378.54922082670964301 7742632.80635029450058937),125957,7/3/2008 11:00,-57.08874094,-19.47773,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1422394.98725088057108223 7741354.79922378715127707),125958,7/5/2008 2:00,-57.08109531,-19.48962654,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1422395.45433331653475761 7741397.88845402095466852),125959,7/5/2008 5:00,-57.08105701,-19.48925603,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1422417.01797997206449509 7741412.38288691453635693),125960,7/5/2008 8:00,-57.08123799,-19.48911136,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1424511.09038650104776025 7743052.95533970650285482),125961,7/5/2008 11:00,-57.09858128,-19.47306171,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1422418.05806342721916735 7741412.27069585863500834),125962,7/6/2008 2:00,-57.08124752,-19.48911135,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1422420.92816699529066682 7741419.32470901869237423),125963,7/6/2008 5:00,-57.08126655,-19.48904808,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1422429.58601517858915031 7741421.54115327075123787),125964,7/7/2008 2:00,-57.08134277,-19.48902094,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1422645.74601677036844194 7742036.76964725367724895),125965,7/7/2008 5:00,-57.08269316,-19.48353475,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1422646.47191562643274665 7742024.06544860638678074),125966,7/7/2008 8:00,-57.08271227,-19.48364318,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1422635.6350456615909934 7742059.96268902346491814),125967,7/7/2008 11:00,-57.08257871,-19.48334502,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1422649.22862986172549427 7742030.07935534976422787),125968,7/8/2008 2:00,-57.0827313,-19.48358895,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1422852.45008610934019089 7742419.4462851257994771),125969,7/8/2008 5:00,-57.08418742,-19.48005473,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1422766.32502462109550834 7742178.36335411295294762),125970,7/8/2008 8:00,-57.08364538,-19.48220584,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1423465.85978875355795026 7742642.27707691490650177),125971,7/8/2008 11:00,-57.08952221,-19.47756695,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1422649.11527981958352029 7742029.03912975825369358),125972,7/9/2008 5:00,-57.0827313,-19.48359799,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1423242.50258263177238405 7742309.79714757110923529),125973,7/10/2008 11:00,-57.08782775,-19.48063139,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1423639.90782849956303835 7742306.67729680798947811),125974,7/12/2008 8:00,-57.09142947,-19.48028619,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1423631.66554377134889364 7742366.49615815281867981),125975,7/13/2008 8:00,-57.09129579,-19.47978018,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1423480.68275606399402022 7742672.23673728574067354),125976,7/13/2008 11:00,-57.08962687,-19.47729578,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1423160.90787276369519532 7738291.76540600135922432),125977,7/14/2008 8:00,-57.09105833,-19.5152151,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1420787.76289999880827963 7739052.51580793224275112),125978,7/14/2008 11:00,-57.06881137,-19.51090516,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1423543.27070903754793108 7742638.09087224677205086),125979,7/16/2008 2:00,-57.09022731,-19.47753045,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1423545.12548239040188491 7742635.78581966366618872),125980,7/16/2008 5:00,-57.09024638,-19.47754851,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1423481.9986429400742054 7742655.25843303836882114),125981,7/16/2008 11:00,-57.08965554,-19.47744036,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1422959.48327016248367727 7741010.49867094866931438),125982,7/17/2008 5:00,-57.08654742,-19.49205502,Panthera onca,152100,114,Sao Bento,Brazil
Point (-1422970.72157459147274494 7740997.70397501159459352),125983,7/17/2008 8:00,-57.08666183,-19.49215438,Panthera onca,152100,114,Sao Bento,Brazil
